ClientName,ClassName,Category,ElementName,ExpectedTitleText,ExpectedCTAText,ExpectedDismiss,ExpectedInfoText,ExpectedIncentiveValue,ExpectedIncentiveType,BlankColumnNeeded
group 44,Page_Journey,clinicaljourney,EatHealty.CompleteAChallenge,Complete a Healthy Eating Challenge,Join Challenge,TRUE,Real change begins when you challenge yourself,,,
group 44,Page_Journey,clinicaljourney,EatHealty.TakeOnlineCourse,Complete a Nutrition Course,Complete Course,TRUE,Almost anyone can eat healthier for a few days,25,PTS,
group 44,Page_Journey,clinicaljourney,EatHealthy.IncreaseYourKnowledge,Learn More about Nutrition,Read,TRUE,Many of these information sources feature strange and untested diets that can actually be bad for you,,,
group 44,Page_Journey,clinicaljourney,EatHealthy.WatchVideo,Watch a Video about Eating Healthy,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
group 44,Page_Journey,clinicaljourney,EatHealthy.ListenPodcast,Listen to a Podcast about Nutrition,Listen,TRUE,find out how the latest scientific research can help make eating healthy a part of your lifestyle,,,
group 44,Page_Journey,clinicaljourney,ExerciseProgramTileText,Exercise Program,Start Program,TRUE,Are you ready to lower your risk for heart disease and stroke,,,
group 44,Page_Journey,clinicaljourney,ExerciseProgram.CompleteChallenge,Complete an Exercise Challenge,Join Challenge,TRUE,Real change begins when you challenge yourself,,,
group 44,Page_Journey,clinicaljourney,ExerciseProgram.TakeOnlineCourse,Complete a Course about Exercise,Complete Course,TRUE,Almost anyone can become more physically active for a week,25,PTS,
group 44,Page_Journey,clinicaljourney,ExerciseProgram.IncreaseYourKnowledge,Learn More about Physical Fitness,Read,TRUE,a ton of information available about exercise,,,
group 44,Page_Journey,clinicaljourney,ExerciseProgram.WatchVideo,Watch a Video about Exercise,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
group 44,Page_Journey,clinicaljourney,ExerciseProgram.ListenPodcast,Listen to a Podcast about Cardio Strength,Listen,TRUE,find out how the latest scientific research can help you exercise smarter and more efficiently,,,
group 44,Page_Journey,clinicaljourney,LoseTheWeightTileText,Lose The Weight,Start Program,TRUE,Losing weight is one of the best things you can do to live longer,,,
group 44,Page_Journey,clinicaljourney,LoseWeight.TakeChallenge,Complete a Weight Management Challenge,Join Challenge,TRUE,competing against yourself is a great way to boost your motivation,,,
group 44,Page_Journey,clinicaljourney,LoseWeight.CompleteOnlineCourse,Complete a Weight Management Course,Complete Course,TRUE,Almost anyone can lose few pounds,25,PTS,
group 44,Page_Journey,clinicaljourney,LoseWeight.IncreaseYourKnowledge,Learn More about Weight Loss,Read,TRUE,Many of these information sources with their fad diets are not reliable and can actually be bad for you,,,
group 44,Page_Journey,clinicaljourney,LoseWeight.WatchVideo,Watch a Video about Healthy Weight,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
group 44,Page_Journey,clinicaljourney,LoseWeight.ListenAPodcast,Listen to a Weight Management Podcast,Listen,TRUE,find out how the latest scientific research can help you lose weight,,,
group 44,Page_Journey,clinicaljourney,DownloadAlwaysonAppTile,Download the AlwaysOn App,Download App,TRUE,Download the AlwaysOn App,,,
group 44,Page_Journey,clinicaljourney,ConnectYourFitnessDevice,Connect Your Fitness Device,Connect,TRUE,And using a wearable fitness device is a great way to,,,
group 44,Page_Journey,clinicaljourney,TrackNutritionApp,Connect Your Nutrition App,Connect,TRUE,Discover how to eat your way to better health,,,
group 44,Page_Journey,clinicaljourney,MyCompanyTile,My Company,My Company,TRUE,BlueCross BlueShield of Tennessee Wellness Program,,,
group 44,Page_Journey,clinicaljourney,SelfDirectedCoursePreventiveHealth,Take the Preventive Health Course,Take The Course,TRUE,More than two-thirds of all deaths in the United States are caused by just five chronic diseases,25,PTS,
group 44,Page_Journey,clinicaljourney,SelfDirectedProgressCheckIn,Progress Check-In,Check-In,TRUE,So it just makes sense to check in now and then to see where you stand,,,
group 44,Page_Journey,clinicaljourney,InviteAConnectionTile,Invite A Connection,Invite Now,TRUE,Inviting co-workers to become part of your health journey,,,
group 44,Page_Journey,clinicaljourney,PodcastTile,Listen to a Podcast,Listen,TRUE,Download this podcast and take it with you wherever you go,,,

onlife health,Page_Journey,clinicaljourney,WelcomeVideoTileText,Welcome Video,Watch,TRUE,This short Welcome Video provides a quick and helpful introduction,,,
onlife health,Page_Journey,clinicaljourney,LowerYourStressTileText,Lower Your Stress,Start,TRUE,Stress is a major health problem,,,
onlife health,Page_Journey,clinicaljourney,LowerYourStress.CompleteAGoal,Complete A Goal,Complete A Goal,TRUE,realistic goals is a great way to keep you focused and motivated,25,PTS,
onlife health,Page_Journey,clinicaljourney,LowerYourStress.TrackStress,Track your Stress,Go to Tracker,TRUE,Use a tracker to create a faster track to stress reduction,5,PTS,
onlife health,Page_Journey,clinicaljourney,LowerYourStress.CompleteAChallenge,Complete A Challenge,Take Challenge,TRUE,Real change begins when you challenge yourself,0,PT,
onlife health,Page_Journey,clinicaljourney,LowerYourStress.TakeOnlineCourse,Take An Online Course,Take The Course,TRUE,understand the triggers that cause it and find ways to overcome,25,PTS,
onlife health,Page_Journey,clinicaljourney,LowerYourStress.IncreaseYourKnowledge,Increase Your Knowledge,Read,TRUE,Now you can access that wealth of knowledge in one convenient location,,,
onlife health,Page_Journey,clinicaljourney,LowerYourStress.WatchAVideo,Watch A Video,Watch a Video,TRUE,Tune in for some healthy advice and support,,,
onlife health,Page_Journey,clinicaljourney,LowerYourStress.ListenAPodcast,Listen to a Podcast,Listen,TRUE,Find out how the latest scientific research can help you lower your stress level,,,
onlife health,Page_Journey,clinicaljourney,QuitTobaccoTileText,Quit Tobacco,Start Program,TRUE,Quitting tobacco is the single most important action you can take to improve your health,,,
onlife health,Page_Journey,clinicaljourney,QuitTobacco.CompleteAGoal,Complete A Goal,Go,TRUE,Just wishing you could quit tobacco,25,PTS,
onlife health,Page_Journey,clinicaljourney,QuitTobacco.TrackTobacco,Quit Tobacco Tracker,Go to Tracker,TRUE,Use a tracker to create a faster track to quitting,5,PTS,
onlife health,Page_Journey,clinicaljourney,QuitTobacco.CompleteChallenge,Complete A Challenge,Take Challenge,TRUE,Real change begins when you challenge yourself.,0,PT,
onlife health,Page_Journey,clinicaljourney,QuitTobacco.CompleteOnlineCourse,Complete An Online Course,Complete Course,TRUE,Almost anyone can stop tobacco for a day,25,PTS,
onlife health,Page_Journey,clinicaljourney,QuitTobacco.IncreaseYourKnowledge,Increase Your Knowledge,Go,TRUE,a ton of information available on how to quit tobacco,,,
onlife health,Page_Journey,clinicaljourney,QuitTobacco.WatchVideo,Watch A Video,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
onlife health,Page_Journey,clinicaljourney,QuitTobacco.ListenPodcast,Listen to Podcast,Listen,TRUE,Find out how the latest scientific research can help you quit your tobacco addiction,,,
onlife health,Page_Journey,clinicaljourney,LoseTheWeightTileText,Lose The Weight,Start Program,TRUE,Losing weight is one of the best things you can do to live longer,,,
onlife health,Page_Journey,clinicaljourney,LoseWeight.CompleteAGoal,Complete Your Goal,Complete Goal,TRUE,the best way to lose weight is to start by setting a goal,25,PTS,
onlife health,Page_Journey,clinicaljourney,LoseWeight.TrackWeight,Track your Weight,Go to Tracker,TRUE,Fuel your desire by tracking your weight loss,5,PTS,
onlife health,Page_Journey,clinicaljourney,LoseWeight.TakeChallenge,Take a Challenge,Take Challenge,TRUE,competing against yourself is a great way to boost your motivation,0,PT,
onlife health,Page_Journey,clinicaljourney,LoseWeight.CompleteOnlineCourse,Complete An Online Course,Complete Course,TRUE,Almost anyone can lose few pounds,25,PTS,
onlife health,Page_Journey,clinicaljourney,LoseWeight.IncreaseYourKnowledge,Increase Your Knowledge,Read,TRUE,Many of these information sources with their fad diets are not reliable and can actually be bad for you,,,
onlife health,Page_Journey,clinicaljourney,LoseWeight.WatchVideo,Watch A Video,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
onlife health,Page_Journey,clinicaljourney,LoseWeight.ListenAPodcast,Listen to a Podcast,Listen,TRUE,find out how the latest scientific research can help you lose weight,,,
onlife health,Page_Journey,clinicaljourney,LoseWeight.ConnectSmartScale,Connect Your Smart Scale,Connect,TRUE,Your smart scale can give you helpful information about,,,
onlife health,Page_Journey,clinicaljourney,LowerYourBloodPressureTileText,Lower Your Blood Pressure,Start Program,TRUE,greater risk for heart disease and stroke because they have,,,
onlife health,Page_Journey,clinicaljourney,LowerBloodPressure.CompleteAGoal,Complete A Goal,Go,TRUE,A healthier you starts with setting a goal,25,PTS,
onlife health,Page_Journey,clinicaljourney,LowerBloodPressure.TrackBP,Track your Blood Pressue,Go to Tracker,TRUE,Take heart and take charge of your blood pressure,5,PTS,
onlife health,Page_Journey,clinicaljourney,LowerBloodPressure.CompleteChallenge,Complete a Challenge,Take Challenge,TRUE,competing against yourself is a great way to boost your motivation,0,PT,
onlife health,Page_Journey,clinicaljourney,LowerBloodPressure.CompleteOnlineCourse,Complete an Online Course,Complete Course,TRUE,Almost anyone can lower his or her blood pressure for a few days,25,PTS,
onlife health,Page_Journey,clinicaljourney,LowerBloodPressure.IncreaseKnowledge,Increase Your Knowledge,Read,TRUE,Now you can access that wealth of knowledge in one convenient location,,,
onlife health,Page_Journey,clinicaljourney,LowerBloodPressure.WatchVideo,Watch A Video,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
onlife health,Page_Journey,clinicaljourney,LowerBloodPressure.ListenPodcast,Listen to a Podcast,Go,TRUE,Find out how the latest scientific research can help you lower your blood pressure,,,
onlife health,Page_Journey,clinicaljourney,LowerYourCholesterolTileText,Lower Your Cholesterol,Start Program,TRUE,About one in every six adult Americans has high cholesterol,,,
onlife health,Page_Journey,clinicaljourney,LowerYourCholesterol.CompleteAGoal,Complete A Goal,Complete Goal,TRUE,Set your sights on a healthier you by Completing a goal,25,PTS,
onlife health,Page_Journey,clinicaljourney,LowerYourCholesterol.TrackChol,Track your Cholesterol,Take me there,TRUE,Fuel your desire by tracking your cholesterol,5,PTS,
onlife health,Page_Journey,clinicaljourney,LowerYourCholesterol.CompleteChallenge,Complete A Challenge,Go,TRUE,competing against yourself is a great way to boost your motivation,0,PT,
onlife health,Page_Journey,clinicaljourney,LowerYourCholesterol.IncreaseYourKnowledge,Increase Your Knowledge,Read,TRUE,Now you can access that wealth of knowledge in one convenient location,,,
onlife health,Page_Journey,clinicaljourney,LowerYourCholesterol.WatchVideo,Watch A Video,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
onlife health,Page_Journey,clinicaljourney,LowerYourCholesterol.ListenPodcast,Listen to a Podcast,Go,TRUE,Listen and learn at your convenience,,,
onlife health,Page_Journey,clinicaljourney,EatHealtyTileText,Eat Healthy,Start Program,TRUE,Because you are what you eat,,,
onlife health,Page_Journey,clinicaljourney,EatHealthy.IncreaseYourKnowledge,Increase Your Knowledge,Read,TRUE,the power to make healthy eating a part of your life,25,PTS,
onlife health,Page_Journey,clinicaljourney,EatHealty.TrackDiet,Track your Diet,Take me there,TRUE,Fuel your desire for a healthier diet by tracking what you eat,5,PTS,
onlife health,Page_Journey,clinicaljourney,EatHealty.TakeOnlineCourse,Take An Online Course,Complete Course,TRUE,Almost anyone can eat healthier for a few days,25,PTS,
onlife health,Page_Journey,clinicaljourney,EatHealthy.IncreaseYourKnowledge,Increase Your Knowledge,Read,TRUE,Knowledge is power,,,
onlife health,Page_Journey,clinicaljourney,EatHealthy.WatchVideo,Watch A Video,Watch,TRUE,Tune in for some healthy advice and support,,,
onlife health,Page_Journey,clinicaljourney,EatHealthy.ListenPodcast,Listen to a Podcast,Listen,TRUE,Learn on the go,,,
onlife health,Page_Journey,clinicaljourney,ExerciseProgramTileText,Exercise Program,Start Program,TRUE,Are you ready to lower your risk for heart disease and stroke,,,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.ConnectWithCoach,Connect With A Coach,Connect,TRUE,Team up with a Health Coach,,,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.CompleteAGoal,Complete a Goal,Complete Goal,TRUE,A healthier you starts with setting a goal,25,PTS,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.TrackExercise,Track your Exercises,Take me there,TRUE,Take the fast track to meeting you exercise goals,5,PTS,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.CompleteChallenge,Complete a Challenge,Take Challenge,TRUE,Real change begins when you challenge yourself,0,PT,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.TakeOnlineCourse,Take An Online Course,Complete Course,TRUE,Almost anyone can become more physically active for a week,25,PTS,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.IncreaseYourKnowledge,Increase Your Knowledge,Read,TRUE,a ton of information available about exercise,,,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.WatchVideo,Watch A Video,Watch,TRUE,Need a little extra support on your way to a healthier you,,,
onlife health,Page_Journey,clinicaljourney,ExerciseProgram.ListenPodcast,Listen to a Podcast,Listen,TRUE,find out how the latest scientific research can help you exercise smarter and more efficiently,,,
onlife health,Page_Journey,clinicaljourney,BiometricScreening,Biometric Screening,Learn More,TRUE,A biometric screening measures the key factors,0,PT,
onlife health,Page_Journey,clinicaljourney,ContactCoach,Contact a Coach,Contact Now,TRUE,builds trust between the member and their Health Coach,,,
onlife health,Page_Journey,clinicaljourney,DownloadApp,Download AlwaysOn App,Download,TRUE,Download AlwaysOn App,,,
onlife health,Page_Journey,clinicaljourney,ConnectYourADevice,Connect Your Fitness Device,Connect,TRUE,And using a wearable fitness device is a great way to ,,,
onlife health,Page_Journey,clinicaljourney,Connect AppYourAApp,Connect Your Nutrition App,Connect App,TRUE,Discover how to eat your way to better health,,,
onlife health,Page_Journey,clinicaljourney,Take the CourseTheACourse,Take the Preventive Health Course,Take the Course,TRUE,true what they say about an ounce of prevention,25,PTS,
onlife health,Page_Journey,clinicaljourney,InviteConnection,Invite a Connection,Invite Now,TRUE,Inviting co-workers to become part of your health journey,,,
onlife health,Page_Journey,clinicaljourney,ListenToAPodcast,Listen to a Podcast,Listen,TRUE,Download this podcast and take it with you wherever you go,,,

tva,Page_Journey,clinicaljourney,WelcomeVideoTileText,Welcome Video,Watch,TRUE,WelcomeVideoTileText,,,
tva,Page_Journey,clinicaljourney,,Biometric Screening,View Results,FALSE,BiometricHealthScreeningTileText,,,
tva,Page_Journey,clinicaljourney,,Lower Your Stress,Start Program,TRUE,TrackerHomeTile,,,
tva,Page_Journey,clinicaljourney,,Connect with Your Coach about Stress,Connect Now,TRUE,LowerYourStressTileText,,,
tva,Page_Journey,clinicaljourney,,Complete a Stress Course,Take the Course,TRUE,LowerYourStress.CompleteAChallenge,,,
tva,Page_Journey,clinicaljourney,,Learn More about Stress,Read,TRUE,LowerYourStress.TakeOnlineCourse,,,
tva,Page_Journey,clinicaljourney,,Watch a Video about Stress & Your Body,Watch a Video,TRUE,LowerYourStress.IncreaseYourKnowledge,,,
tva,Page_Journey,clinicaljourney,,Listen to a Podcast about Stress,Listen,TRUE,LowerYourStress.WatchAVideo,,,
tva,Page_Journey,clinicaljourney,,Case Management and Stress,Learn More,TRUE,LowerYourStress.ListenAPodcast,,,
tva,Page_Journey,clinicaljourney,,Quit Tobacco,Start Program,TRUE,QuitTobaccoTileText,,,
tva,Page_Journey,clinicaljourney,,Connect with Your Coach about Quitting,Connect Now,TRUE,QuitTobacco.CompleteChallenge,,,
tva,Page_Journey,clinicaljourney,,Complete a Tobacco Course,Complete Course,TRUE,QuitTobacco.CompleteOnlineCourse,,,
tva,Page_Journey,clinicaljourney,,Learn More about Tobacco,Go,TRUE,QuitTobacco.IncreaseYourKnowledge,,,
tva,Page_Journey,clinicaljourney,,Watch a Video about Tobacco Slips,Watch,TRUE,QuitTobacco.WatchVideo,,,
tva,Page_Journey,clinicaljourney,,Listen to a Podcast about Tobacco,Listen,TRUE,QuitTobacco.ListenPodcast,,,
tva,Page_Journey,clinicaljourney,,Lose The Weight,Start Program,TRUE,LowerYourBloodPressureTileText,,,
tva,Page_Journey,clinicaljourney,,Connect with Your Coach about Weight Loss,Connect Now,TRUE,LowerBloodPressure.CompleteChallenge,,,
tva,Page_Journey,clinicaljourney,,Complete a Weight Management Course,Complete Course,TRUE,LowerBloodPressure.CompleteOnlineCourse,,,
tva,Page_Journey,clinicaljourney,,Learn More about Weight Loss,Read,TRUE,LowerBloodPressure.IncreaseKnowledge,,,
tva,Page_Journey,clinicaljourney,,Watch a Video about Healthy Weight,Watch,TRUE,LowerBloodPressure.WatchVideo,,,
tva,Page_Journey,clinicaljourney,,Listen to a Weight Management Podcast,Listen,TRUE,LowerBloodPressure.ListenPodcast,,,
tva,Page_Journey,clinicaljourney,,Lower Your Blood Pressure,Start Program,TRUE,LowerYourCholesterolTileText,,,
tva,Page_Journey,clinicaljourney,,Connect with Your Coach about Hypertension,Connect Now,TRUE,LowerYourCholesterol.CompleteChallenge,,,
tva,Page_Journey,clinicaljourney,,Complete a Course about Blood Pressure,Complete Course,TRUE,LowerYourCholesterol.IncreaseYourKnowledge,,,
tva,Page_Journey,clinicaljourney,,Learn More about Hypertension,Read,TRUE,LowerYourCholesterol.WatchVideo,,,
tva,Page_Journey,clinicaljourney,,Watch a Video about the Dash Diet,Watch,TRUE,LowerYourCholesterol.ListenPodcast,,,
tva,Page_Journey,clinicaljourney,,Listen to a Blood Pressure Podcast,Listen,TRUE,EatHealtyTileText,,,
tva,Page_Journey,clinicaljourney,,Lower Your Cholesterol,Start Program,TRUE,EatHealty.CompleteAChallenge,,,
tva,Page_Journey,clinicaljourney,,Connect with Your Coach about Cholesterol,Connect Now,TRUE,EatHealty.TakeOnlineCourse,,,
tva,Page_Journey,clinicaljourney,,Learn More about Hyperlipidemia,Read,TRUE,EatHealthy.IncreaseYourKnowledge,,,
tva,Page_Journey,clinicaljourney,,Watch a Video about Cholesterol,Watch,TRUE,EatHealthy.WatchVideo,,,
tva,Page_Journey,clinicaljourney,,Listen to a Podcast about Healthy Cholesterol,Listen,TRUE,EatHealthy.ListenPodcast,,,
tva,Page_Journey,clinicaljourney,,Eat Healthy,Start Program,TRUE,ExerciseProgramTileText,,,
tva,Page_Journey,clinicaljourney,,Connect with Your Coach about Nutrition,Connect Now,TRUE,ExerciseProgram.CompleteChallenge,,,
tva,Page_Journey,clinicaljourney,,Complete a Nutrition Course,Complete Course,TRUE,ExerciseProgram.TakeOnlineCourse,,,
tva,Page_Journey,clinicaljourney,,Learn More about Nutrition,Read,TRUE,ExerciseProgram.IncreaseYourKnowledge,,,
tva,Page_Journey,clinicaljourney,,Watch a Video about Eating Healthy,Watch,TRUE,ExerciseProgram.WatchVideo,,,
tva,Page_Journey,clinicaljourney,,Listen to a Podcast about Nutrition,Listen,TRUE,ExerciseProgram.ListenPodcast,,,
tva,Page_Journey,clinicaljourney,,Exercise Program,Start Program,TRUE,LoseTheWeightTileText,,,
tva,Page_Journey,clinicaljourney,,Connect with Your Coach about Getting Active,Connect Now,TRUE,LoseWeight.TakeChallenge,,,
tva,Page_Journey,clinicaljourney,,Complete a Course about Exercise,Complete Course,TRUE,LoseWeight.CompleteOnlineCourse,,,
tva,Page_Journey,clinicaljourney,,Learn More about Physical Fitness,Read,TRUE,LoseWeight.IncreaseYourKnowledge,,,
tva,Page_Journey,clinicaljourney,,Watch a Video about Exercise,Watch,TRUE,LoseWeight.WatchVideo,,,
tva,Page_Journey,clinicaljourney,,Listen to a Podcast about Cardio Strength,Listen,TRUE,LoseWeight.ListenAPodcast,,,
tva,Page_Journey,clinicaljourney,,Case Management and Your Physical Activity,Learn More,TRUE,DownloadAlwaysonAppTile,,,
tva,Page_Journey,clinicaljourney,,Contact Your Health Coach,Contact,TRUE,ConnectYourFitnessDevice,,,
tva,Page_Journey,clinicaljourney,,Download the AlwaysOn App,Download App,TRUE,TrackNutritionApp,,,
tva,Page_Journey,clinicaljourney,,Connect Your Fitness Device,Connect,TRUE,MyCompanyTile,,,
tva,Page_Journey,clinicaljourney,,Connect Your Nutrition App,Connect,TRUE,SelfDirectedCoursePreventiveHealth,,,
tva,Page_Journey,clinicaljourney,,Take the Preventive Health Course,Take The Course,TRUE,SelfDirectedProgressCheckIn,,,
tva,Page_Journey,clinicaljourney,,Progress Check-In,Check-In,TRUE,InviteAConnectionTile,,,
tva,Page_Journey,clinicaljourney,,Listen to a Podcast,Listen,TRUE,PodcastTile,,,
tva,Page_Journey,clinicaljourney,,Manage Your Care,Learn More,TRUE,,,,
tva,Page_Journey,clinicaljourney,,Blue365 Deals,Learn More,TRUE,,,,
tva,Page_Journey,clinicaljourney,,Fitness Your Way,Learn More,TRUE,,,,
